ID,name,age,sex,breed,color,coat,size,neutered,likes_children
383,Ropi,13.08,male,Yorkshire Terrier,gray and white,medium,small,yes,
384,Ilcsi,5.75,female,Unknown Mix,black and brown,medium,large,yes,
385,Balu,2.0,male,Unknown Mix,black,short,large,,
386,Annie,1.75,female,Unknown Mix,brown,short,medium,,yes
387,Nyiregyhazi Beci,4.75,male,"Belgian Malinois, German Shepherd Dog Mix",yellow-brown,short,medium,yes,yes
388,Babi,1.08,female,Unknown Mix,black and brown,short,medium,,
389,Nyurga,2.42,male,Unknown Mix,yellow-brown,wirehaired,medium,yes,
390,Penny,1.75,female,Dachshund Mix,brown and white,short,small,yes,
391,Kolyki,1.42,male,Unknown Mix,black and brown,short,medium,no,
392,Chop,5.08,male,Unknown Mix,brown,medium,large,yes,yes
393,Robert,3.75,male,Unknown Mix,apricot,short,small,,
394,Paco,1.75,male,Dachshund Mix,brown and white,short,small,yes,
395,Blacky,8.92,female,Unknown Mix,black,short,medium,yes,yes
396,Ors,7.08,male,Puli Mix,black,long,medium,yes,yes
397,Ursula Temperamentumos,8.83,female,Terrier Mix,gray and black,short,small,yes,
398,Stoppos,6.0,male,Unknown Mix,black,short,medium,,
399,Karo,7.08,male,Unknown Mix,gray,wirehaired,medium,yes,
400,Panka,3.92,female,English Cocker Spaniel Mix,golden,long,medium,yes,
401,Malvin,9.25,male,Vizsla Mix,golden,short,medium,yes,
402,Romana,4.08,female,Terrier Mix,black and tan,wirehaired,medium,yes,
403,Simi,3.25,female,English Cocker Spaniel Mix,golden,long,medium,yes,
404,Dennis,1.75,male,Unknown Mix,black,short,medium,,
405,Ocsi,5.33,male,Terrier Mix,gray,wirehaired,medium,yes,
406,Pancho,4.0,male,English Cocker Spaniel Mix,saddle back,long,large,yes,
407,Smart,9.92,male,"English Cocker Spaniel, Labrador Retriever Mix",black,short,medium,yes,
408,Sly,4.25,male,English Cocker Spaniel Mix,golden,long,large,yes,
409,Miss Siss,4.0,female,English Cocker Spaniel Mix,black and tan,long,medium,yes,
410,Roka,4.92,male,"English Cocker Spaniel, Terrier Mix",golden,long,medium,yes,
411,Tirion,8.5,male,"Dachshund, English Cocker Spaniel Mix",black and white,long,medium,yes,
412,Sarolt,4.42,female,Labrador Retriever Mix,black,short,medium,yes,
413,Sally,4.92,female,Unknown Mix,gray,short,small,yes,yes
414,Teddy,2.58,male,English Cocker Spaniel,red and white,long,medium,yes,
415,Huba,2.25,male,Unknown Mix,striped,wirehaired,medium,yes,yes
416,Sancho,3.58,male,English Cocker Spaniel Mix,saddle back,long,medium,yes,
417,Bonnie,1.75,female,Unknown Mix,black and white,short,medium,yes,
418,Sunny,9.58,female,English Cocker Spaniel,golden,long,medium,yes,
419,Lizi,4.92,female,"Golden Retriever, Terrier Mix",apricot,short,medium,yes,
420,Dexter,5.92,male,English Cocker Spaniel Mix,black,long,medium,yes,
421,Kimi,7.25,male,English Cocker Spaniel Mix,black,long,large,yes,
422,Jeno,4.92,male,"Rottweiler, Transylvanian Hound Mix",black and tan,short,medium,yes,
423,Jacint,4.5,male,"English Cocker Spaniel, Vizsla Mix",black,short,medium,yes,
424,Ginger,7.58,female,Unknown Mix,apricot,long,medium,yes,
425,Kiki,11.08,female,Unknown Mix,black,long,large,yes,
426,Lancelot,7.25,male,English Cocker Spaniel,golden,long,medium,yes,
427,Jason,5.5,male,English Cocker Spaniel Mix,black and tan,long,medium,yes,
428,Jep,6.67,male,English Cocker Spaniel,golden,long,medium,yes,
429,Dundika,4.33,female,"English Cocker Spaniel, Spitz Mix",black,long,small,yes,
430,Jedi,6.92,male,English Cocker Spaniel,golden,long,medium,yes,
431,Elton,8.25,male,English Cocker Spaniel,golden,long,medium,yes,
432,Change,4.33,male,Puli Mix,black,long,medium,yes,
433,Dezso,3.0,male,Unknown Mix,black,long,medium,yes,
434,Challenge,4.33,male,Unknown Mix,brown,long,medium,yes,
435,Dedi,4.75,male,"Dachshund, English Cocker Spaniel Mix",saddle back,long,small,yes,
436,Ginnie,5.92,female,"English Cocker Spaniel, Spitz Mix",apricot,long,medium,yes,
437,Brain,4.0,male,Border Collie Mix,brown and white,long,medium,yes,
438,Derrick,11.58,male,English Cocker Spaniel,golden,long,medium,yes,
439,Gyemant,8.33,male,Unknown Mix,black,long,small,yes,
440,Bambus,4.83,male,Staffordshire Terrier Mix,brown and white,short,medium,,
441,Axa,2.25,female,"Akita, Boxer Mix",dotted,short,large,yes,
442,Ole,1.75,male,Unknown Mix,apricot,short,medium,,
443,Smart,1.0,male,Unknown Mix,white,short,small,,
444,Kiki,9.17,female,Rottweiler Mix,black and brown,short,medium,yes,yes
445,,1.83,female,Unknown Mix,black,short,medium,no,
446,Artur,6.25,male,Unknown Mix,black and brown,short,medium,yes,
447,Porc,4.67,male,Dachshund,black and tan,short,small,yes,yes
448,Beno,11.17,male,English Cocker Spaniel,golden,long,medium,yes,
449,Daisy,6.83,female,Bolognese Mix,white,long,small,yes,no
450,Bodza,7.67,female,English Cocker Spaniel,golden,long,small,yes,
451,Anubis,3.33,female,Akita Mix,white,long,medium,yes,
452,Amor,9.25,male,English Cocker Spaniel,golden,long,medium,yes,
453,Aldo,2.75,male,"Akita, Labrador Retriever Mix",dotted,medium,large,yes,
454,Bogyi,1.83,male,Unknown Mix,brown and white,short,small,yes,yes
455,Rex,9.92,male,Vizsla Mix,brown,short,medium,,yes
456,Arnold,2.25,male,"Akita, Boxer Mix",striped,short,large,yes,
457,Maci,7.83,male,Labrador Retriever Mix,black,short,large,yes,yes
458,Torpi,2.25,male,"German Shepherd Dog, Greyhound Mix",black and tan,short,medium,yes,yes
459,Mariah,8.92,female,Unknown Mix,brown,short,medium,yes,
460,Bento,8.92,male,Chihuahua Mix,yellow-brown,short,small,no,
461,Tina,2.0,female,Unknown Mix,black,short,medium,yes,yes
462,Ribizli,3.92,female,Dachshund Mix,black and brown,short,medium,yes,
463,Cleo,7.08,female,Staffordshire Terrier Mix,striped,short,medium,yes,yes
464,Nina,5.17,female,Akita,brown and white,medium,large,yes,yes
465,Fusti,8.42,male,"German Shepherd Dog, Siberian Husky Mix",tricolor,medium,medium,yes,yes
466,Pogi,1.92,female,Unknown Mix,apricot,short,large,yes,yes
467,Hera&Amp,1.92,male,Unknown Mix,black and tan,short,medium,,
468,Scooby,1.08,male,Unknown Mix,yellow-brown,short,small,,yes
469,Malna,1.67,female,Staffordshire Terrier Mix,apricot,short,medium,yes,
470,Nero,12.92,male,German Shepherd Dog Mix,black and brown,short,medium,,
471,Nina,3.42,female,Unknown Mix,brown and white,short,medium,yes,
472,Cezar,4.0,male,Unknown Mix,brown,medium,small,yes,
473,Gotti,1.0,male,Schnauzer Mix,black,wirehaired,medium,yes,yes
474,Johnny,6.67,male,"Caucasian Ovtcharka, German Shepherd Dog Mix",brown,short,large,yes,yes
475,Furge,2.17,male,Greyhound Mix,black and brown,medium,medium,yes,
476,Alfonzina,2.0,female,Chinese Shar-Pei Mix,apricot,short,medium,yes,
477,Erdi Bella,5.67,female,"Dachshund, Labrador Retriever Mix",black,short,medium,,yes
478,Boromir,2.5,male,Chinese Shar-Pei Mix,apricot,short,medium,,
479,Simon,1.5,male,Unknown Mix,saddle back,short,medium,yes,
480,Ali,4.92,male,Bull Terrier Mix,apricot,short,medium,yes,
481,Sanyi,1.58,male,Unknown Mix,black and white,short,medium,,
482,Misa,9.0,male,Unknown Mix,black and white,short,medium,yes,
483,Hera,2.17,female,Staffordshire Terrier Mix,striped,short,medium,yes,
484,Berci,7.83,male,Unknown Mix,yellow-brown,short,medium,no,
485,Ali,4.92,male,Bull Terrier Mix,apricot,short,medium,yes,
486,Orsi,2.08,female,Unknown Mix,brown and white,short,medium,yes,yes
487,Bosco,2.67,male,Unknown Mix,apricot,short,medium,yes,
488,Robin,9.5,male,Beagle Mix,saddle back,short,small,yes,yes
489,Ninuska,3.5,female,Unknown Mix,apricot,short,medium,yes,
490,Regi,3.08,female,Unknown Mix,black,wirehaired,large,,
491,Bosco,2.67,male,Unknown Mix,apricot,short,medium,yes,
492,Ocsai Adolf,7.5,male,American Bulldog Mix,white,short,medium,yes,yes
493,Domper,3.58,male,French Bulldog,black and white,short,small,yes,no
494,Ninuska,3.58,female,Unknown Mix,apricot,short,medium,yes,
495,Soroksari Csicsi,4.0,female,German Shepherd Dog Mix,saddle back,short,medium,yes,yes
496,Mezokovacshazi Dama,1.33,female,"Fox Terrier, Staffordshire Terrier Mix",black,short,medium,yes,yes
497,,2.5,male,Unknown Mix,black,short,medium,no,
498,Mezokovacshazi Hilda,1.33,female,"Fox Terrier, Staffordshire Terrier Mix",black,short,medium,yes,yes
499,Marcipan,2.5,male,Unknown Mix,apricot,short,medium,,
500,Morzsi,9.58,male,Dachshund Mix,yellow-brown,short,small,no,
501,Zsemle,13.5,male,Dachshund Mix,yellow-brown,short,small,no,
502,Jazz,1.5,female,Dachshund Mix,black and white,short,small,yes,yes
503,Teo,5.33,male,Unknown Mix,yellow,short,medium,yes,yes
504,Izmenyi Nelly,3.25,female,Greyhound,black and white,short,medium,yes,
505,Bobi,3.75,male,Schnauzer Mix,black,medium,medium,yes,yes
506,Szofi,5.83,female,Unknown Mix,black and brown,short,medium,yes,yes
507,Bizsu,2.92,female,Unknown Mix,yellow-brown,short,small,yes,
508,Henrik,5.5,male,German Dog,black and white,short,large,,
509,Obudai Lori,2.25,male,German Shepherd Dog Mix,striped,short,medium,yes,yes
510,Zizi,2.75,female,Dachshund Mix,brown,short,small,yes,yes
511,Indy,1.33,male,Unknown Mix,black,short,small,yes,yes
512,Tanya,2.92,female,German Shepherd Dog Mix,saddle back,short,large,yes,
513,Borka,4.67,female,German Shepherd Dog Mix,sable,short,medium,yes,yes
514,Demon,9.17,male,"German Shepherd Dog, Transylvanian Hound Mix",black and brown,short,medium,no,yes
515,Kulonc,2.5,female,Schnauzer Mix,black,short,medium,yes,
516,Netty,5.25,female,German Shepherd Dog Mix,brown,medium,medium,yes,
517,Rozsa,2.17,female,Unknown Mix,black and tan,short,medium,yes,
518,Bolka,2.67,male,Unknown Mix,yellow-brown,medium,small,no,
519,Pici,3.25,female,Unknown Mix,black and tan,short,medium,,
520,Tappancs,7.92,male,Dachshund Mix,black and tan,short,small,no,yes
521,Lea,5.5,female,Staffordshire Terrier Mix,striped,short,large,yes,no
522,Ari,2.25,female,Unknown Mix,yellow-brown,short,small,yes,
523,Kutyus,14.33,male,Unknown Mix,gray and black,wirehaired,medium,no,
524,Bogancs,5.75,male,Puli,black,long,medium,yes,
525,Orsi,2.0,female,Unknown Mix,striped,short,medium,yes,
526,Casper,2.17,male,Unknown Mix,yellow,short,medium,yes,yes
527,Pisze,10.25,male,Unknown Mix,black and brown,short,medium,no,
528,Vitez,3.75,male,Puli,black,medium,medium,no,
529,Matyi,3.92,male,Unknown Mix,tricolor,short,medium,no,
530,Topi,2.67,male,Unknown Mix,brown,short,small,no,
531,Oszi,2.0,male,Unknown Mix,yellow-brown,short,medium,no,
532,Valdo,2.67,male,Puli Mix,white,medium,small,yes,
533,Erno,2.25,male,Unknown Mix,gray,short,medium,no,yes
534,Tiki,4.5,male,Schnauzer Mix,black,medium,medium,yes,no
535,Guluke,13.0,male,Unknown Mix,black,medium,medium,no,
536,Taki,4.5,male,Schnauzer Mix,black,medium,medium,yes,yes
537,Dante,3.83,male,Staffordshire Terrier Mix,striped,short,medium,yes,
538,,8.33,male,Unknown Mix,brown and white,short,medium,no,
539,Fulop,8.25,male,Unknown Mix,black,short,medium,no,
540,Dongo,8.33,male,Unknown Mix,black and tan,short,medium,no,
541,Toll,11.42,male,"Puli, Pumi Mix",gray,medium,medium,yes,
542,Pacha,6.25,male,Unknown Mix,black and white,short,medium,no,
543,Lucky.,5.42,female,Unknown Mix,yellow,short,small,yes,yes
544,Ninuska,3.58,female,Bull Terrier Mix,apricot,short,medium,yes,
545,Logan,5.33,male,Unknown Mix,yellow,short,medium,yes,yes
546,Saci,8.75,female,Dachshund Mix,brown,short,small,yes,yes
547,,5.83,male,Unknown Mix,black and white,short,medium,no,
548,Oliver,3.5,male,Unknown Mix,black and brown,short,small,yes,yes
549,Gina,12.42,female,Unknown Mix,black and brown,short,medium,yes,yes
550,Zeusz,11.33,male,Unknown Mix,black and brown,short,large,no,
551,Reka,4.42,female,Unknown Mix,gray and white,short,small,yes,yes
552,Paca_,10.83,male,Unknown Mix,sable,short,medium,no,
553,Pumba,5.33,male,Central Asian Ovtcharka Mix,yellow-brown,short,large,yes,yes
554,,2.33,male,Unknown Mix,black,medium,medium,no,
555,Alfred,6.5,male,Mastiff Mix,yellow,short,large,yes,no
556,Fules,11.42,female,"Puli, Pumi Mix",gray,medium,medium,yes,yes
557,,6.33,male,Unknown Mix,black and brown,medium,large,no,
558,Joy,1.5,female,Dachshund Mix,brown,short,medium,yes,yes
559,Ozike,5.17,female,Unknown Mix,gray and black,short,large,yes,yes
560,Panni,8.42,male,Schnauzer Mix,gray and black,wirehaired,medium,yes,
561,Csipike,3.58,female,Pinscher,black and tan,short,small,,
562,Siriusb,6.67,male,German Shepherd Dog,black and tan,medium,medium,yes,
563,Stewie,6.75,male,Staffordshire Terrier Mix,brown and white,short,medium,yes,
564,Gombi,9.5,male,Unknown Mix,brown,short,large,yes,
565,Wilbur,11.5,male,Unknown Mix,black and brown,medium,medium,,
566,Kormika,5.0,female,Unknown Mix,black,medium,small,yes,yes
567,Noel,3.42,male,Unknown Mix,brown,wirehaired,medium,,
568,Ficanka,1.58,female,Unknown Mix,black,short,medium,,
569,Sion,2.08,male,Unknown Mix,apricot,short,medium,yes,
570,Rocco,5.17,male,Rottweiler Mix,black and brown,short,medium,,
571,Molly,8.58,female,"Hungarian Vizsla, Labrador Retriever Mix",apricot,medium,medium,yes,yes
572,Athos,2.33,male,"Chinese Shar-Pei, Staffordshire Terrier Mix",apricot,short,medium,yes,
573,Debreceni Bosco,2.5,male,Unknown Mix,striped,short,medium,yes,yes
574,Umas,1.83,male,Akita Mix,apricot,short,large,yes,
575,Porthos,3.17,male,"Chinese Shar-Pei, Staffordshire Terrier Mix",apricot,short,medium,yes,
576,,2.42,female,Unknown Mix,yellow-brown,short,medium,yes,
577,Tomi,10.17,male,Rottweiler Mix,black and brown,short,medium,yes,
578,Ihar,4.5,male,Mudi,black,medium,medium,yes,
579,Mona,2.42,female,Unknown Mix,yellow-brown,short,medium,,
580,Mogyoro,2.58,male,Unknown Mix,red,short,medium,no,yes
581,Chaplin,6.67,male,Belgian Malinois,striped,short,large,yes,
582,Lay,2.33,male,Unknown Mix,apricot,short,medium,yes,
583,P.Petra,4.75,female,German Pointer Mix,brown and white,medium,medium,yes,yes
584,Mia,3.58,female,Unknown Mix,red and white,short,medium,yes,
585,Robi,3.33,male,Unknown Mix,sable,wirehaired,medium,no,yes
586,Betyar,7.08,male,Komondor,white,long,large,no,yes
587,Roni,2.5,male,Unknown Mix,sable,medium,large,yes,
588,Berci,3.08,male,Unknown Mix,white,short,medium,no,
589,Kisteleki Ubi,2.67,male,Greyhound Mix,striped,short,medium,yes,yes
590,Bob,4.5,male,Puli,black,medium,medium,yes,
591,Maci/Borisz,3.5,male,Unknown Mix,sable,medium,large,yes,
592,Monthy,3.0,male,Terrier Mix,black and white,medium,small,yes,yes
593,Macaron,2.42,male,Staffordshire Terrier Mix,apricot,short,medium,yes,
594,Demon,3.08,male,Unknown Mix,black,short,medium,,
595,Nash,1.92,male,Unknown Mix,brown,short,medium,,yes
596,Rachel,3.58,female,Dachshund Mix,apricot,short,small,yes,
597,Mancs,13.58,male,Chow Chow Mix,black,medium,medium,,yes
598,Leila,3.67,female,Unknown Mix,brown and white,short,medium,yes,
599,Miskolci Pindi,4.58,male,"Azawakh, Hungarian Greyhound Mix",striped,short,medium,yes,
600,River,5.75,male,"Alaskan Malamute, Caucasian Ovtcharka, German Shepherd Dog Mix",gray and black,medium,large,yes,yes
601,Mickey,2.58,male,Unknown Mix,spotty,short,small,yes,
602,Sajo,2.58,male,Unknown Mix,brown and white,short,medium,,
603,Hippi,4.0,female,Unknown Mix,brown,short,medium,yes,
604,Mali,5.75,male,Belgian Malinois Mix,saddle back,medium,medium,yes,
605,Sajo,8.42,female,"Kuvasz, Pumi Mix",white,long,medium,yes,
606,Sasha,2.83,male,Unknown Mix,brown and white,short,medium,yes,
607,Levedia,2.5,female,Unknown Mix,gray,short,medium,yes,
608,Imola,2.83,female,Vizsla Mix,black,short,medium,yes,
609,Happy,2.25,female,Unknown Mix,black and brown,wirehaired,medium,,
610,Gizmo,2.17,male,Unknown Mix,black and brown,wirehaired,medium,yes,
611,,3.92,male,Unknown Mix,brown and white,short,large,no,
612,Szonja,11.92,female,Dachshund Mix,tricolor,short,small,yes,
613,Kunhegyesi Lola,2.17,female,"Schnauzer, Terrier Mix",black and white,short,medium,,yes
614,Effi,2.92,female,Unknown Mix,black and brown,short,medium,yes,
615,Aga,11.92,male,Mudi,black,medium,medium,yes,yes
616,Irisz,3.25,female,Unknown Mix,black and white,medium,medium,,
617,Venezia,9.75,female,German Shepherd Dog,black and brown,short,medium,yes,
618,Jolly,3.75,female,Unknown Mix,white,short,medium,yes,
619,Gomboc,2.17,female,Unknown Mix,black,medium,medium,,yes
620,Foltos,5.0,male,"Beagle, Dachshund Mix",brown and white,short,medium,,
621,Pici,3.17,male,Unknown Mix,gray and black,medium,medium,yes,
622,Komi,2.67,male,Vizsla Mix,black,short,large,yes,yes
623,Kisujszallasi Simi,2.58,female,"Greyhound, Labrador Retriever Mix",apricot,short,large,yes,yes
624,Kantor,9.17,male,Unknown Mix,sable,short,medium,yes,
625,Jamie,5.42,male,Unknown Mix,black,short,medium,yes,
626,Tucsi,7.75,female,German Shepherd Dog Mix,yellow-brown,short,medium,yes,yes
627,Suti,5.83,male,German Dog Mix,apricot,short,large,,
628,Mocsok,4.25,male,Unknown Mix,brown,short,medium,yes,
629,Hugo,2.67,male,Unknown Mix,black and white,short,medium,yes,yes
630,Kithara,13.5,female,Puli Mix,black,medium,medium,yes,
631,Dream,5.08,male,Schnauzer Mix,black,wirehaired,small,no,no
632,Manci,6.58,female,Unknown Mix,yellow-brown,short,medium,yes,yes
633,Eben,4.25,female,Unknown Mix,black,short,medium,yes,
634,Angel,2.33,female,"Belgian Malinois, Labrador Retriever Mix",brown,short,medium,yes,yes
635,Sheeva,3.17,female,Unknown Mix,black and white,short,medium,yes,
636,Betti,12.0,female,Jack Russell Terrier,tricolor,short,small,yes,yes
637,Bogi,17.0,female,Jack Russell Terrier,tricolor,short,small,,yes
638,Baba,6.67,female,Unknown Mix,apricot,short,medium,yes,
639,Bali,2.58,male,German Shepherd Dog Mix,brown,medium,large,,
640,,4.33,male,Unknown Mix,black,medium,medium,yes,
641,Kiskutyak,2.58,male,Chinese Shar-Pei Mix,black,short,medium,,yes
642,Endre,3.33,male,Unknown Mix,brown,short,medium,,
643,Dolly,4.33,female,"Dachshund, Jack Russell Terrier Mix",white,short,small,no,yes
644,Nyerc,2.58,female,Belgian Sheepdog Mix,saddle back,short,medium,no,
645,Cleo,7.08,female,Staffordshire Terrier Mix,striped,short,medium,yes,yes
646,,3.17,male,Unknown Mix,black and white,short,medium,yes,
647,Picur,2.58,male,Unknown Mix,tricolor,short,medium,no,yes
648,Egyed/Orfeusz,2.58,male,Unknown Mix,black and white,short,large,,
649,Banzai,3.75,male,"German Shepherd Dog, Greyhound Mix",striped,short,medium,yes,yes
650,Medard,5.83,male,Puli,gray and black,medium,medium,yes,
651,Jonas,2.58,male,"German Shepherd Dog, Labrador Retriever Mix",black and brown,short,medium,no,yes
652,Ordog,9.33,male,Unknown Mix,black,medium,medium,yes,
653,,4.33,male,Unknown Mix,black,short,large,yes,
654,Nanook,6.42,male,Unknown Mix,yellow-brown,medium,medium,,yes
655,Amy,6.42,female,Unknown Mix,black and white,short,medium,yes,
656,Szormok,3.75,male,Unknown Mix,black and brown,medium,small,no,
657,Otis,8.58,male,German Shepherd Dog,black and tan,short,large,yes,yes
658,Janka,2.58,female,"Dachshund, German Shepherd Dog, Labrador Retriever Mix",black,short,small,no,yes
659,Vihar,7.83,male,Unknown Mix,black and white,short,large,yes,
660,Zeusz,3.5,male,Unknown Mix,black and white,short,medium,yes,
661,Kira,4.17,female,Unknown Mix,brown,short,large,yes,
662,Maja,4.67,female,German Shepherd Dog Mix,black and brown,medium,medium,no,yes
663,Domino,5.58,male,Unknown Mix,black and white,short,small,no,yes
664,Mama,4.42,female,Dachshund Mix,black and brown,short,small,yes,yes
665,Botond,6.67,male,Unknown Mix,apricot,short,medium,yes,
666,Bella,3.25,female,Unknown Mix,black and white,short,medium,yes,yes
667,Alma,3.92,female,Unknown Mix,black and brown,wirehaired,medium,yes,
668,Baba,2.58,male,Unknown Mix,red,short,medium,no,
669,Zizi,11.25,female,Unknown Mix,black,long,medium,,
670,Sophie,8.67,female,German Shepherd Dog Mix,wild boar,short,large,yes,yes
671,Brigi/Bella,2.67,female,Unknown Mix,black and white,short,medium,yes,
672,Gyozo,7.58,male,Newfoundland Mix,black,medium,large,no,no
673,Arany,4.17,female,Puli,black,medium,medium,yes,
674,Gitta,7.58,female,Staffordshire Terrier Mix,brown and white,short,medium,,
675,Sari,4.67,female,Unknown Mix,yellow-brown,medium,small,no,yes
676,Gina,5.67,female,Unknown Mix,brown,medium,small,no,yes
677,Lady,3.67,female,German Shepherd Dog Mix,black and brown,short,medium,no,yes
678,Billy,3.42,male,Unknown Mix,striped,short,medium,yes,yes
679,Mazli,2.67,male,Unknown Mix,sable,short,medium,no,
